Product Name,Product Category,Stocks Required-2023-12-01,Stocks Required-2024-01-01,Stocks Required-2024-02-01,Stocks Required-2024-03-01,Stocks Required-2024-04-01,Stocks Required-2024-05-01,Stocks Required-2024-06-01,Stocks Required-2024-07-01,Stocks Required-2024-08-01,Stocks Required-2024-09-01,Stocks Required-2024-10-01,Stocks Required-2024-11-01,Stocks Required-2024-12-01,Stock Level Thresholds-Dec-2023,"Stock Level Thresholds-Jan-2024,",Stock Level Thresholds-Feb-2024,Stock Level Thresholds-Mar-2024,Stock Level Thresholds-Apr-2024,Stock Level Thresholds-May-2024,Stock Level Thresholds-Jun-2024,Stock Level Thresholds-Jul-2024,Stock Level Thresholds-Aug-2024,Stock Level Thresholds-Sep-2024,Stock Level Thresholds-Oct-2024,Stock Level Thresholds-Nov-2024,Stock Level Thresholds-Dec-2024,Seasonality-Dec-2023,"Seasonality-Jan-2024,",Seasonality-Feb-2024,Seasonality-Mar-2024,Seasonality-Apr-2024,Seasonality-May-2024,Seasonality-Jun-2024,Seasonality-Jul-2024,Seasonality-Aug-2024,Seasonality-Sep-2024,Seasonality-Oct-2024,Seasonality-Nov-2024,Seasonality-Dec-2024,Market Changes-Dec-2023,"Market Changes-Jan-2024,",Market Changes-Feb-2024,Market Changes-Mar-2024,Market Changes-Apr-2024,Market Changes-May-2024,Market Changes-Jun-2024,Market Changes-Jul-2024,Market Changes-Aug-2024,Market Changes-Sep-2024,Market Changes-Oct-2024,Market Changes-Nov-2024,Market Changes-Dec-2024,Product Type-Dec-2023,"Product Type-Jan-2024,",Product Type-Feb-2024,Product Type-Mar-2024,Product Type-Apr-2024,Product Type-May-2024,Product Type-Jun-2024,Product Type-Jul-2024,Product Type-Aug-2024,Product Type-Sep-2024,Product Type-Oct-2024,Product Type-Nov-2024,Product Type-Dec-2024,Lead time (in days)-Dec-2023,"Lead time (in days)-Jan-2024,",Lead time (in days)-Feb-2024,Lead time (in days)-Mar-2024,Lead time (in days)-Apr-2024,Lead time (in days)-May-2024,Lead time (in days)-Jun-2024,Lead time (in days)-Jul-2024,Lead time (in days)-Aug-2024,Lead time (in days)-Sep-2024,Lead time (in days)-Oct-2024,Lead time (in days)-Nov-2024,Lead time (in days)-Dec-2024,Supplier Reliabilty-Dec-2023,"Supplier Reliabilty-Jan-2024,",Supplier Reliabilty-Feb-2024,Supplier Reliabilty-Mar-2024,Supplier Reliabilty-Apr-2024,Supplier Reliabilty-May-2024,Supplier Reliabilty-Jun-2024,Supplier Reliabilty-Jul-2024,Supplier Reliabilty-Aug-2024,Supplier Reliabilty-Sep-2024,Supplier Reliabilty-Oct-2024,Supplier Reliabilty-Nov-2024,Supplier Reliabilty-Dec-2024,Stock Handing Efficiency-Dec-2023,"Stock Handing Efficiency-Jan-2024,",Stock Handing Efficiency-Feb-2024,Stock Handing Efficiency-Mar-2024,Stock Handing Efficiency-Apr-2024,Stock Handing Efficiency-May-2024,Stock Handing Efficiency-Jun-2024,Stock Handing Efficiency-Jul-2024,Stock Handing Efficiency-Aug-2024,Stock Handing Efficiency-Sep-2024,Stock Handing Efficiency-Oct-2024,Stock Handing Efficiency-Nov-2024,Stock Handing Efficiency-Dec-2024,Product Costs(In Rs.)-Dec-2023,"Product Costs(In Rs.)-Jan-2024,",Product Costs(In Rs.)-Feb-2024,Product Costs(In Rs.)-Mar-2024,Product Costs(In Rs.)-Apr-2024,Product Costs(In Rs.)-May-2024,Product Costs(In Rs.)-Jun-2024,Product Costs(In Rs.)-Jul-2024,Product Costs(In Rs.)-Aug-2024,Product Costs(In Rs.)-Sep-2024,Product Costs(In Rs.)-Oct-2024,Product Costs(In Rs.)-Nov-2024,Product Costs(In Rs.)-Dec-2024,Maximum discount offered (in percentage)-Dec-2023,"Maximum discount offered (in percentage)-Jan-2024,",Maximum discount offered (in percentage)-Feb-2024,Maximum discount offered (in percentage)-Mar-2024,Maximum discount offered (in percentage)-Apr-2024,Maximum discount offered (in percentage)-May-2024,Maximum discount offered (in percentage)-Jun-2024,Maximum discount offered (in percentage)-Jul-2024,Maximum discount offered (in percentage)-Aug-2024,Maximum discount offered (in percentage)-Sep-2024,Maximum discount offered (in percentage)-Oct-2024,Maximum discount offered (in percentage)-Nov-2024,Maximum discount offered (in percentage)-Dec-2024,Products Expiry (in months)-Dec-2023,"Products Expiry (in months)-Jan-2024,",Products Expiry (in months)-Feb-2024,Products Expiry (in months)-Mar-2024,Products Expiry (in months)-Apr-2024,Products Expiry (in months)-May-2024,Products Expiry (in months)-Jun-2024,Products Expiry (in months)-Jul-2024,Products Expiry (in months)-Aug-2024,Products Expiry (in months)-Sep-2024,Products Expiry (in months)-Oct-2024,Products Expiry (in months)-Nov-2024,Products Expiry (in months)-Dec-2024,Backorders-Dec-2023,"Backorders-Jan-2024,",Backorders-Feb-2024,Backorders-Mar-2024,Backorders-Apr-2024,Backorders-May-2024,Backorders-Jun-2024,Backorders-Jul-2024,Backorders-Aug-2024,Backorders-Sep-2024,Backorders-Oct-2024,Backorders-Nov-2024,Backorders-Dec-2024,Bulk orders (By customers)-Dec-2023,"Bulk orders (By customers)-Jan-2024,",Bulk orders (By customers)-Feb-2024,Bulk orders (By customers)-Mar-2024,Bulk orders (By customers)-Apr-2024,Bulk orders (By customers)-May-2024,Bulk orders (By customers)-Jun-2024,Bulk orders (By customers)-Jul-2024,Bulk orders (By customers)-Aug-2024,Bulk orders (By customers)-Sep-2024,Bulk orders (By customers)-Oct-2024,Bulk orders (By customers)-Nov-2024,Bulk orders (By customers)-Dec-2024,Profit gained (In Rs.)-Dec-2023,"Profit gained (In Rs.)-Jan-2024,",Profit gained (In Rs.)-Feb-2024,Profit gained (In Rs.)-Mar-2024,Profit gained (In Rs.)-Apr-2024,Profit gained (In Rs.)-May-2024,Profit gained (In Rs.)-Jun-2024,Profit gained (In Rs.)-Jul-2024,Profit gained (In Rs.)-Aug-2024,Profit gained (In Rs.)-Sep-2024,Profit gained (In Rs.)-Oct-2024,Profit gained (In Rs.)-Nov-2024,Profit gained (In Rs.)-Dec-2024
Waffles,Foods and Beverages,301,335,222,59,273,124,282,83,63,74,272,197,158,120,103,77,26,124,35,93,36,15,37,118,87,47,best,best,good,average,best,good,best,average,average,average,best,good,good,Minimal,Minimal,Extreme,Average,Extreme,Good,Average,Minimal,Extreme,Good,Extreme,Extreme,Average,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,6,6,7,4,3,5,7,3,7,7,5,4,6,average,good,best,good,average,best,good,best,average,good,good,average,best,excellent,excellent,excellent,excellent,average,average,excellent,poor,excellent,poor,excellent,excellent,excellent,410,192,306,211,81,492,286,149,254,239,11,77,487,43,37,13,12,19,23,8,29,11,6,9,32,42,35,7,35,18,16,44,43,22,28,48,42,6,13,5,34,38,26,25,4,7,9,7,28,15,39,16,often,often,often,rare,rare,very often,rare,often,often,rare,very often,often,rare,1366.0,640.0,1020.0,703.0,270.0,1640.0,953.0,496.0,846.0,796.0,36.0,256.0,1623.0
Horlicks Junior,Foods and Beverages,432,216,153,456,171,431,390,426,299,101,277,155,346,171,88,65,125,83,182,106,199,80,34,133,74,87,best,good,good,best,good,best,best,best,good,average,good,good,best,Extreme,Minimal,Average,Minimal,Good,Extreme,Average,Good,Good,Good,Extreme,Extreme,Average,fast selling,fast selling,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,fast selling,7,4,2,7,2,2,2,5,7,3,4,7,4,good,average,best,good,best,good,best,good,good,best,average,best,good,average,poor,excellent,average,average,poor,poor,excellent,excellent,average,average,poor,poor,20,179,488,361,89,345,293,353,118,255,198,372,141,34,33,43,14,40,43,42,6,45,50,25,6,29,19,43,41,40,41,25,42,38,23,29,12,8,47,10,46,72,27,59,6,55,73,45,4,82,73,54,rare,often,often,often,rare,rare,rare,often,rare,rare,rare,very often,rare,66.0,596.0,1626.0,1203.0,296.0,1150.0,976.0,1176.0,393.0,850.0,660.0,1240.0,470.0
Fuse,Foods and Beverages,388,407,275,60,413,247,362,55,317,490,358,173,156,139,152,132,25,206,90,131,17,141,177,172,77,64,best,best,good,average,best,good,best,average,good,best,best,good,good,Extreme,Good,Good,Average,Good,Minimal,Extreme,Good,Good,Good,Extreme,Good,Extreme,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,7,3,7,7,5,5,3,3,6,3,2,5,2,good,good,good,best,best,best,good,best,good,average,best,best,average,average,poor,excellent,poor,poor,poor,poor,excellent,average,poor,excellent,average,average,10,226,250,437,323,42,174,145,404,387,442,369,358,22,30,10,27,26,48,49,13,33,30,32,7,20,6,39,32,19,12,27,14,24,21,46,12,10,39,27,11,6,9,5,13,4,15,27,19,30,6,21,very often,very often,very often,very often,rare,very often,very often,often,very often,very often,often,rare,rare,33.0,753.0,833.0,1456.0,1076.0,140.0,580.0,483.0,1346.0,1290.0,1473.0,1230.0,1193.0
Muffins,Foods and Beverages,221,316,279,382,313,217,153,446,240,437,340,82,81,106,86,106,162,146,69,40,206,93,153,129,21,25,good,best,good,best,best,good,good,best,good,best,best,average,average,Minimal,Good,Minimal,Extreme,Extreme,Average,Extreme,Minimal,Average,Good,Minimal,Average,Good,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,7,6,5,5,2,2,4,5,2,7,7,7,5,good,average,average,average,average,best,best,average,best,good,best,best,best,average,average,poor,average,average,poor,excellent,poor,poor,poor,excellent,average,poor,396,344,68,123,91,139,262,143,497,150,314,86,366,16,27,50,9,16,21,32,50,33,15,13,47,32,11,37,7,30,22,43,24,26,40,10,39,44,46,3,11,6,6,19,19,18,18,20,14,7,10,19,rare,very often,rare,rare,often,very often,often,very often,often,rare,often,very often,rare,1320.0,1146.0,226.0,410.0,303.0,463.0,873.0,476.0,1656.0,500.0,1046.0,286.0,1220.0
Gems,Foods and Beverages,371,389,264,314,361,110,315,261,228,263,448,91,352,151,173,106,85,149,30,153,101,113,122,128,34,143,best,best,good,best,best,average,best,good,good,good,best,average,best,Extreme,Extreme,Extreme,Extreme,Extreme,Average,Average,Minimal,Minimal,Minimal,Good,Good,Average,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,6,3,5,3,7,3,7,3,7,2,6,4,7,best,average,good,good,average,average,average,average,average,good,good,best,best,poor,average,poor,average,average,poor,excellent,average,poor,average,excellent,average,average,254,105,363,498,112,499,451,218,383,379,305,379,144,31,25,23,28,32,18,11,40,15,39,18,45,16,22,47,31,45,20,22,38,31,15,39,10,13,36,75,67,65,84,33,51,30,36,68,35,33,30,9,very often,rare,very often,very often,rare,rare,often,often,very often,very often,very often,rare,rare,846.0,350.0,1210.0,1660.0,373.0,1663.0,1503.0,726.0,1276.0,1263.0,1016.0,1263.0,480.0
Chings Veg Hakka Noodles,Foods and Beverages,168,222,71,137,304,163,446,272,221,464,115,65,256,79,55,17,67,123,71,192,122,86,180,56,18,79,good,good,average,average,good,good,best,good,good,best,average,average,good,Good,Extreme,Extreme,Minimal,Extreme,Minimal,Minimal,Extreme,Minimal,Good,Good,Minimal,Good,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,fast selling,5,7,4,6,7,4,4,3,7,4,2,2,5,best,best,average,good,good,good,good,good,average,average,average,good,average,excellent,poor,average,average,average,average,excellent,excellent,excellent,poor,excellent,average,poor,325,224,177,251,79,428,127,373,360,14,337,189,194,30,18,30,25,47,21,42,8,25,11,38,17,25,36,19,9,19,27,10,11,30,14,44,6,13,15,54,25,46,40,27,52,43,49,44,49,63,17,28,rare,rare,often,often,often,rare,very often,rare,rare,often,very often,very often,very often,1083.0,746.0,590.0,836.0,263.0,1426.0,423.0,1243.0,1200.0,46.0,1123.0,630.0,646.0
Sunfeast Tiger,Foods and Beverages,71,171,151,466,492,465,71,171,365,476,64,80,450,18,63,61,228,225,214,32,46,149,133,16,32,113,average,good,good,best,best,best,average,good,best,best,average,average,best,Minimal,Average,Extreme,Good,Minimal,Average,Extreme,Average,Minimal,Minimal,Good,Minimal,Minimal,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,2,4,6,5,3,3,5,2,4,6,4,7,2,good,best,average,good,average,good,average,average,good,best,average,average,best,poor,poor,excellent,excellent,average,poor,average,average,poor,poor,excellent,poor,poor,321,50,85,442,275,121,348,111,237,189,67,218,200,10,31,50,25,25,36,19,41,27,50,13,40,24,17,41,41,9,31,15,45,35,12,45,43,20,44,49,18,6,86,24,68,23,3,107,67,106,71,66,very often,very often,often,rare,rare,often,rare,often,very often,often,rare,rare,very often,1070.0,166.0,283.0,1473.0,916.0,403.0,1160.0,370.0,790.0,630.0,223.0,726.0,666.0
Amul Paneer,Foods and Beverages,298,213,488,167,368,262,412,357,349,354,481,319,313,124,70,188,66,165,70,177,123,161,169,226,105,82,good,good,best,good,best,good,best,best,best,best,best,good,good,Average,Minimal,Good,Good,Minimal,Good,Minimal,Average,Average,Minimal,Minimal,Extreme,Good,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,4,6,5,7,6,7,2,5,5,5,6,2,6,good,good,average,average,best,best,best,best,best,good,good,average,best,excellent,poor,average,average,poor,excellent,poor,excellent,average,average,excellent,average,excellent,342,190,184,130,124,474,192,201,17,436,39,133,495,8,43,34,15,41,37,17,17,20,50,16,45,37,6,31,12,31,33,27,19,8,27,36,26,23,26,39,13,10,66,26,76,31,77,21,25,28,37,57,rare,often,very often,very often,rare,often,very often,rare,rare,rare,very often,often,rare,1140.0,633.0,613.0,433.0,413.0,1580.0,640.0,670.0,56.0,1453.0,130.0,443.0,1650.0
Chitale Chakli,Foods and Beverages,194,186,199,203,93,327,161,332,87,108,435,417,105,76,90,50,50,38,108,54,105,30,49,197,138,51,good,good,good,good,average,best,good,best,average,average,best,best,average,Average,Good,Average,Average,Average,Good,Extreme,Average,Extreme,Extreme,Good,Good,Average,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,fast selling,2,6,7,6,2,2,7,2,4,6,4,7,5,best,average,average,average,best,best,good,average,good,good,average,average,good,average,excellent,average,excellent,average,excellent,excellent,excellent,average,excellent,average,poor,poor,48,184,494,449,308,139,393,97,150,172,63,455,303,22,50,7,42,44,12,10,37,49,22,26,23,49,14,16,47,29,44,10,38,43,43,16,14,7,13,24,7,2,10,7,11,14,13,1,21,5,15,25,rare,rare,often,often,rare,rare,rare,often,very often,rare,very often,very often,very often,160.0,613.0,1646.0,1496.0,1026.0,463.0,1310.0,323.0,500.0,573.0,210.0,1516.0,1010.0
Parle Rusk,Foods and Beverages,317,499,452,449,129,124,268,497,295,147,178,290,118,147,220,176,212,54,60,78,244,135,53,71,123,45,good,best,best,best,average,average,good,best,good,average,good,good,average,Good,Minimal,Average,Extreme,Average,Average,Extreme,Average,Extreme,Average,Average,Good,Good,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,6,2,5,4,5,2,3,2,6,2,4,4,7,best,good,best,good,best,good,best,best,good,good,good,best,average,excellent,average,average,average,poor,average,excellent,excellent,average,poor,excellent,average,poor,92,369,245,25,482,232,225,434,257,279,300,344,204,12,40,32,5,6,29,45,27,41,33,39,38,37,19,15,47,15,10,8,48,34,13,34,18,38,31,28,9,17,1,9,28,7,5,18,9,8,19,20,often,often,very often,very often,often,very often,rare,very often,very often,rare,very often,rare,often,306.0,1230.0,816.0,83.0,1606.0,773.0,750.0,1446.0,856.0,930.0,1000.0,1146.0,680.0
Balaji Chat chaska,Foods and Beverages,176,311,156,384,428,451,315,259,172,362,469,404,345,85,151,65,128,203,222,119,83,64,148,221,153,168,good,good,good,best,best,best,good,good,good,best,best,best,best,Good,Average,Good,Average,Good,Minimal,Average,Good,Average,Minimal,Minimal,Minimal,Good,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,4,4,6,4,5,2,3,6,6,3,5,2,3,best,best,best,average,average,average,best,average,best,good,good,good,best,excellent,average,poor,poor,average,excellent,poor,excellent,poor,excellent,average,excellent,poor,177,435,487,147,337,387,412,230,331,305,167,365,167,37,25,12,24,6,34,12,35,18,35,23,33,50,45,34,43,42,12,17,38,18,24,34,37,27,43,53,30,12,85,37,56,64,45,53,60,3,56,46,very often,very often,rare,often,very often,often,very often,rare,often,very often,very often,rare,very often,590.0,1450.0,1623.0,490.0,1123.0,1290.0,1373.0,766.0,1103.0,1016.0,556.0,1216.0,556.0
Boost,Foods and Beverages,314,356,442,158,488,303,455,117,78,193,55,306,359,107,105,214,41,228,145,138,42,23,50,19,94,172,good,best,best,good,best,good,best,average,average,good,average,good,best,Average,Good,Minimal,Average,Good,Good,Good,Extreme,Average,Average,Good,Average,Good,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,7,2,6,2,6,6,6,7,5,2,6,6,6,best,best,good,good,good,good,good,best,good,good,good,best,average,poor,average,excellent,average,poor,average,average,excellent,excellent,poor,average,excellent,poor,262,429,411,283,203,424,20,125,375,187,452,401,260,39,49,22,42,14,36,30,28,34,50,30,34,43,9,20,7,42,45,10,16,23,27,6,36,38,13,42,33,25,34,81,34,56,19,35,39,88,84,44,rare,often,often,rare,often,very often,rare,often,often,often,very often,rare,rare,873.0,1430.0,1370.0,943.0,676.0,1413.0,66.0,416.0,1250.0,623.0,1506.0,1336.0,866.0
Kit Kat,Foods and Beverages,54,268,113,311,270,208,290,317,135,128,77,232,190,23,78,38,118,94,94,111,94,67,37,29,93,49,average,best,good,best,best,good,best,best,good,good,average,best,good,Extreme,Average,Good,Good,Good,Average,Minimal,Minimal,Average,Extreme,Extreme,Good,Minimal,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,2,2,2,4,7,3,3,5,2,7,2,7,7,average,good,best,average,good,good,best,good,good,good,good,best,average,excellent,excellent,average,excellent,excellent,average,poor,poor,poor,excellent,average,poor,poor,129,214,323,427,275,473,284,402,68,62,366,462,212,26,10,18,49,32,27,7,14,47,21,49,24,20,22,9,18,38,33,43,46,7,16,12,39,16,32,32,10,26,29,1,24,29,41,3,42,19,43,18,often,rare,often,very often,often,rare,often,rare,often,very often,often,rare,often,430.0,713.0,1076.0,1423.0,916.0,1576.0,946.0,1340.0,226.0,206.0,1220.0,1540.0,706.0
Cheese Cake,Foods and Beverages,163,91,361,301,114,224,107,442,124,375,483,379,395,53,39,96,110,41,94,48,176,51,126,142,126,137,good,average,best,good,average,good,average,best,average,best,best,best,best,Average,Good,Average,Extreme,Good,Minimal,Minimal,Extreme,Extreme,Extreme,Average,Minimal,Extreme,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,7,3,4,6,7,2,3,2,3,2,5,3,4,average,good,best,best,best,average,best,best,best,average,best,best,best,poor,poor,average,excellent,excellent,excellent,poor,average,excellent,poor,poor,excellent,poor,359,76,52,40,41,193,445,133,411,135,405,438,113,31,44,46,14,20,46,39,9,5,36,40,24,17,45,32,17,11,18,41,8,29,43,34,32,8,37,72,33,43,79,87,31,47,12,21,37,79,41,16,very often,often,often,rare,often,rare,very often,often,very often,rare,rare,often,rare,1196.0,253.0,173.0,133.0,136.0,643.0,1483.0,443.0,1370.0,450.0,1350.0,1460.0,376.0
Cadbary Oreo,Foods and Beverages,421,393,160,259,137,162,218,73,364,456,460,195,99,152,154,76,87,53,80,55,25,145,194,206,94,41,best,best,good,good,average,good,good,average,best,best,best,good,average,Average,Minimal,Minimal,Good,Average,Average,Average,Minimal,Good,Good,Minimal,Average,Minimal,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,6,4,6,5,2,3,5,6,3,2,7,7,2,best,average,good,average,average,average,best,average,best,best,best,average,best,poor,excellent,average,excellent,average,poor,average,poor,excellent,excellent,excellent,poor,poor,57,45,377,236,371,107,302,36,30,117,236,474,413,40,9,14,18,6,37,19,41,21,18,33,9,7,6,37,41,31,38,26,23,42,35,21,9,24,37,11,11,14,2,2,17,18,12,8,17,6,4,12,very often,very often,very often,often,rare,often,rare,very often,very often,very often,very often,very often,rare,190.0,150.0,1256.0,786.0,1236.0,356.0,1006.0,120.0,100.0,390.0,786.0,1580.0,1376.0
Maggi Masala Cuppa,Foods and Beverages,99,386,186,468,238,91,224,63,67,252,387,266,382,30,134,57,217,115,25,74,28,24,93,104,131,105,average,best,good,best,good,average,good,average,average,good,best,good,best,Good,Extreme,Minimal,Good,Minimal,Minimal,Extreme,Average,Good,Minimal,Average,Good,Good,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,4,2,2,3,6,2,7,3,7,6,7,2,2,best,best,best,good,average,good,average,average,average,good,average,best,good,average,excellent,poor,average,excellent,poor,poor,excellent,poor,excellent,excellent,poor,poor,165,167,492,437,249,187,148,325,465,407,435,358,155,25,45,45,19,27,26,12,27,50,15,43,37,49,13,15,46,26,8,29,24,15,29,11,42,31,33,2,31,43,90,6,7,72,8,70,68,64,77,25,rare,rare,rare,very often,rare,rare,very often,rare,often,rare,rare,rare,rare,550.0,556.0,1640.0,1456.0,830.0,623.0,493.0,1083.0,1550.0,1356.0,1450.0,1193.0,516.0
Crack Jack,Foods and Beverages,87,271,384,268,59,231,63,381,348,456,250,264,381,31,68,132,74,17,86,18,149,170,152,74,93,124,average,good,best,good,average,good,average,best,best,best,good,good,best,Average,Extreme,Good,Extreme,Extreme,Minimal,Good,Good,Extreme,Minimal,Good,Good,Average,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,2,5,6,5,2,4,5,3,5,4,3,7,6,good,best,best,best,average,good,good,good,good,best,average,good,average,average,average,excellent,average,average,average,average,average,average,poor,poor,excellent,average,473,370,472,254,341,302,234,394,251,383,319,425,477,11,45,34,46,32,40,39,7,31,49,49,35,43,28,48,41,47,28,15,33,11,26,10,41,23,24,50,14,35,58,49,4,95,21,26,92,8,45,91,very often,often,very often,very often,often,very often,rare,often,often,often,very often,rare,rare,1576.0,1233.0,1573.0,846.0,1136.0,1006.0,780.0,1313.0,836.0,1276.0,1063.0,1416.0,1590.0
Mother Dairy Chas,Foods and Beverages,448,267,79,492,486,187,190,229,57,107,216,104,101,137,103,35,130,172,87,69,57,22,36,92,50,36,best,good,average,best,best,good,good,good,average,average,good,average,average,Extreme,Minimal,Minimal,Minimal,Average,Good,Extreme,Minimal,Minimal,Minimal,Good,Average,Extreme,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,2,3,2,2,7,2,4,6,4,5,7,5,2,good,good,good,best,good,best,average,best,good,average,average,good,good,excellent,poor,excellent,excellent,excellent,average,excellent,average,poor,poor,average,excellent,poor,206,427,435,463,88,91,115,87,82,454,94,323,168,36,13,33,19,6,27,14,33,32,14,12,11,31,30,13,23,48,34,39,21,34,14,29,34,36,41,6,18,1,12,15,15,20,3,24,14,11,16,17,often,often,often,very often,rare,often,very often,rare,rare,often,often,very often,very often,686.0,1423.0,1450.0,1543.0,293.0,303.0,383.0,290.0,273.0,1513.0,313.0,1076.0,560.0
Laxshmi Chiwda,Foods and Beverages,217,427,195,194,322,71,478,228,333,170,167,209,430,101,138,59,80,98,19,192,114,150,54,52,98,108,good,best,good,good,good,average,best,good,good,good,good,good,best,Minimal,Extreme,Minimal,Good,Average,Good,Average,Good,Minimal,Extreme,Average,Minimal,Average,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,3,2,3,7,6,3,6,6,2,7,7,3,5,good,good,best,average,good,good,good,best,good,best,average,best,average,excellent,excellent,poor,poor,poor,average,poor,poor,poor,excellent,average,average,excellent,349,393,478,392,78,430,43,223,465,69,78,311,128,7,13,25,38,37,35,9,46,34,7,20,8,18,36,18,28,15,20,25,7,29,28,26,16,33,17,19,78,28,45,56,58,20,29,23,81,27,69,98,often,very often,rare,very often,very often,often,rare,rare,very often,often,often,often,rare,1163.0,1310.0,1593.0,1306.0,260.0,1433.0,143.0,743.0,1550.0,230.0,260.0,1036.0,426.0
Thumps Up,Foods and Beverages,290,256,154,111,53,297,184,93,56,210,139,204,312,85,95,47,46,21,142,61,42,21,74,36,101,98,best,best,good,good,average,best,good,average,average,good,good,good,best,Average,Extreme,Extreme,Good,Good,Good,Good,Minimal,Minimal,Good,Extreme,Extreme,Extreme,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,3,4,4,3,2,7,3,4,7,6,4,2,5,best,good,best,good,average,average,best,average,best,best,best,good,average,average,poor,poor,poor,excellent,excellent,average,average,average,poor,poor,excellent,poor,196,313,465,297,305,155,476,168,380,393,88,242,188,36,50,30,49,42,23,42,37,23,35,13,5,45,36,8,9,26,30,31,33,18,30,9,41,12,21,53,76,16,29,49,58,57,57,11,51,33,31,37,rare,often,very often,very often,very often,very often,very often,often,very often,often,rare,very often,often,653.0,1043.0,1550.0,990.0,1016.0,516.0,1586.0,560.0,1266.0,1310.0,293.0,806.0,626.0
Doritos,Foods and Beverages,190,51,239,240,285,350,119,127,383,422,329,466,289,74,18,119,85,99,98,37,31,124,146,121,117,77,good,average,good,good,good,best,average,average,best,best,best,best,good,Average,Good,Average,Minimal,Extreme,Minimal,Minimal,Extreme,Extreme,Extreme,Minimal,Extreme,Extreme,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,3,3,7,7,6,2,7,3,7,7,7,2,6,average,good,best,average,good,best,average,good,good,best,average,good,best,average,poor,excellent,average,excellent,excellent,excellent,average,poor,excellent,average,average,excellent,102,65,24,282,336,461,348,478,77,159,279,338,85,42,18,6,37,32,20,10,17,14,42,36,48,31,26,35,38,16,23,41,38,13,8,23,15,20,35,9,35,24,42,39,55,48,31,43,39,41,44,39,rare,very often,very often,very often,very often,often,very often,often,very often,often,very often,rare,often,340.0,216.0,80.0,940.0,1120.0,1536.0,1160.0,1593.0,256.0,530.0,930.0,1126.0,283.0
